block_id,hardness,blast_resistance
createdeco:mossy_verdant_bricks,2,6
createdeco:verdant_brick_stairs,2,6
createdeco:short_verdant_brick_stairs,2,6
createdeco:tiled_verdant_brick_stairs,2,6
createdeco:long_verdant_brick_stairs,2,6
createdeco:corner_verdant_brick_stairs,2,6
createdeco:cracked_verdant_brick_stairs,2,6
createdeco:mossy_verdant_brick_stairs,2,6
createdeco:verdant_brick_slab,2,6
createdeco:short_verdant_brick_slab,2,6
createdeco:tiled_verdant_brick_slab,2,6
createdeco:long_verdant_brick_slab,2,6
createdeco:corner_verdant_brick_slab,2,6
createdeco:cracked_verdant_brick_slab,2,6
createdeco:mossy_verdant_brick_slab,2,6
createdeco:verdant_brick_wall,2,6
createdeco:short_verdant_brick_wall,2,6
createdeco:tiled_verdant_brick_wall,2,6
createdeco:long_verdant_brick_wall,2,6
createdeco:corner_verdant_brick_wall,2,6
createdeco:cracked_verdant_brick_wall,2,6
createdeco:mossy_verdant_brick_wall,2,6
cccbridge:source_block,3,3
cccbridge:target_block,3,3
cccbridge:redrouter_block,1.3,1.3
cccbridge:scroller_block,1,1
cccbridge:animatronic_block,1.3,1.3
createdieselgenerators:diesel_engine,3,3
createdieselgenerators:large_diesel_engine,3,3
createdieselgenerators:huge_diesel_engine,3,3
createdieselgenerators:powered_engine_shaft,1.5,6
createdieselgenerators:basin_lid,3,3
createdieselgenerators:pumpjack_bearing,3,3
createdieselgenerators:pumpjack_head,3,3
createdieselgenerators:pumpjack_bearing_b,3,3
createdieselgenerators:pumpjack_hole,3,3
createdieselgenerators:pumpjack_crank,3,3
createdieselgenerators:canister,3,3
createdieselgenerators:distillation_tank,3,6
createdieselgenerators:oil_barrel,3,6
createdieselgenerators:chip_wood_block,2,3
createdieselgenerators:chip_wood_beam,2,3
createdieselgenerators:chip_wood_slab,2,3
createdieselgenerators:chip_wood_stairs,2,6
createdieselgenerators:asphalt_block,3,3
createdieselgenerators:asphalt_slab,3,3
createdieselgenerators:asphalt_stairs,3,6
createdieselgenerators:plant_oil,100,100
createdieselgenerators:crude_oil,100,100
createdieselgenerators:biodiesel,100,100
createdieselgenerators:diesel,100,100
createdieselgenerators:gasoline,100,100
createdieselgenerators:ethanol,100,100
framedblocks:framed_cube,2,2
framedblocks:framed_slope,2,2
framedblocks:framed_corner_slope,2,2
framedblocks:framed_inner_corner_slope,2,2
framedblocks:framed_prism_corner,2,2
framedblocks:framed_inner_prism_corner,2,2
framedblocks:framed_threeway_corner,2,2
framedblocks:framed_inner_threeway_corner,2,2
framedblocks:framed_slope_edge,2,2
framedblocks:framed_elevated_slope_edge,2,2
framedblocks:framed_elevated_double_slope_edge,2,2
framedblocks:framed_stacked_slope_edge,2,2
framedblocks:framed_slab,2,2
framedblocks:framed_slab_edge,2,2
framedblocks:framed_slab_corner,2,2
framedblocks:framed_divided_slab,2,2
framedblocks:framed_panel,2,2
framedblocks:framed_corner_pillar,2,2
framedblocks:framed_divided_panel_horizontal,2,2
framedblocks:framed_divided_panel_vertical,2,2
framedblocks:framed_masonry_corner_segment,2,2
framedblocks:framed_masonry_corner,2,2
framedblocks:framed_stairs,2,2
framedblocks:framed_threeway_corner_pillar,2,2
framedblocks:framed_double_threeway_corner_pillar,2,2
framedblocks:framed_wall,2,2
framedblocks:framed_fence,2,2
framedblocks:framed_fence_gate,2,2
framedblocks:framed_door,2,2
framedblocks:framed_iron_door,2,2
framedblocks:framed_trapdoor,2,2
framedblocks:framed_iron_trapdoor,2,2
framedblocks:framed_pressure_plate,0.5,0.5
framedblocks:framed_waterloggable_pressure_plate,0.5,0.5
framedblocks:framed_stone_pressure_plate,0.5,0.5
framedblocks:framed_waterloggable_stone_pressure_plate,0.5,0.5
framedblocks:framed_obsidian_pressure_plate,0.5,0.5
framedblocks:framed_waterloggable_obsidian_pressure_plate,0.5,0.5
framedblocks:framed_gold_pressure_plate,0.5,0.5
framedblocks:framed_waterloggable_gold_pressure_plate,0.5,0.5
framedblocks:framed_iron_pressure_plate,0.5,0.5
framedblocks:framed_waterloggable_iron_pressure_plate,0.5,0.5
framedblocks:framed_ladder,2,2
framedblocks:framed_button,0.5,0.5
framedblocks:framed_stone_button,0.5,0.5
framedblocks:framed_lever,0.5,0.5
framedblocks:framed_sign,2,2
framedblocks:framed_wall_sign,2,2
framedblocks:framed_hanging_sign,2,2
framedblocks:framed_wall_hanging_sign,2,2
framedblocks:framed_double_slab,2,2
framedblocks:framed_adj_double_slab,2,2
framedblocks:framed_adj_double_copycat_slab,2,2
framedblocks:framed_double_panel,2,2
framedblocks:framed_adj_double_panel,2,2
framedblocks:framed_adj_double_copycat_panel,2,2
framedblocks:framed_double_slope,2,2
framedblocks:framed_double_corner,2,2
framedblocks:framed_double_prism_corner,2,2
framedblocks:framed_double_threeway_corner,2,2
framedblocks:framed_torch,0.5,0.5
framedblocks:framed_wall_torch,0.5,0.5
framedblocks:framed_soul_torch,0.5,0.5
framedblocks:framed_soul_wall_torch,0.5,0.5
framedblocks:framed_redstone_torch,0.5,0.5
framedblocks:framed_redstone_wall_torch,0.5,0.5
framedblocks:framed_floor_board,2,2
framedblocks:framed_lattice_block,2,2
framedblocks:framed_thick_lattice,2,2
framedblocks:framed_vertical_stairs,2,2
framedblocks:framed_chest,2,2
framedblocks:framed_bars,2,2
framedblocks:framed_pane,2,2
framedblocks:framed_rail_slope,2,2
framedblocks:framed_powered_rail_slope,2,2
framedblocks:framed_detector_rail_slope,2,2
framedblocks:framed_activator_rail_slope,2,2
framedblocks:framed_flower_pot,2,2
framedblocks:framed_pillar,2,2
framedblocks:framed_half_pillar,2,2
framedblocks:framed_post,2,2
framedblocks:framed_collapsible_block,2,2
framedblocks:framed_collapsible_copycat_block,2,2
framedblocks:framed_half_stairs,2,2
framedblocks:framed_divided_stairs,2,2
framedblocks:framed_double_half_stairs,2,2
framedblocks:framed_sliced_stairs_slab,2,2
framedblocks:framed_sliced_stairs_panel,2,2
framedblocks:framed_bouncy_cube,2,2
framedblocks:framed_secret_storage,2,2
framedblocks:framed_redstone_block,2,2
framedblocks:framed_prism,2,2
framedblocks:framed_inner_prism,2,2
framedblocks:framed_double_prism,2,2
framedblocks:framed_sloped_prism,2,2
framedblocks:framed_inner_sloped_prism,2,2
framedblocks:framed_double_sloped_prism,2,2
framedblocks:framed_slope_slab,2,2
framedblocks:framed_elevated_slope_slab,2,2
framedblocks:framed_compound_slope_slab,2,2
framedblocks:framed_double_slope_slab,2,2
framedblocks:framed_inv_double_slope_slab,2,2
framedblocks:framed_elevated_double_slope_slab,2,2
framedblocks:framed_stacked_slope_slab,2,2
framedblocks:framed_flat_slope_slab_corner,2,2
framedblocks:framed_flat_inner_slope_slab_corner,2,2
framedblocks:framed_flat_elev_slope_slab_corner,2,2
framedblocks:framed_flat_elev_inner_slope_slab_corner,2,2
framedblocks:framed_flat_double_slope_slab_corner,2,2
framedblocks:framed_flat_inv_double_slope_slab_corner,2,2
framedblocks:framed_flat_elev_double_slope_slab_corner,2,2
framedblocks:framed_flat_elev_inner_double_slope_slab_corner,2,2
framedblocks:framed_flat_stacked_slope_slab_corner,2,2
framedblocks:framed_flat_stacked_inner_slope_slab_corner,2,2
framedblocks:framed_vertical_half_stairs,2,2
framedblocks:framed_vertical_divided_stairs,2,2
framedblocks:framed_vertical_double_half_stairs,2,2
framedblocks:framed_vertical_sliced_stairs,2,2
framedblocks:framed_slope_panel,2,2
framedblocks:framed_extended_slope_panel,2,2
framedblocks:framed_compound_slope_panel,2,2
framedblocks:framed_double_slope_panel,2,2
framedblocks:framed_inv_double_slope_panel,2,2
framedblocks:framed_extended_double_slope_panel,2,2
framedblocks:framed_stacked_slope_panel,2,2
framedblocks:framed_flat_slope_panel_corner,2,2
framedblocks:framed_flat_inner_slope_panel_corner,2,2
framedblocks:framed_flat_ext_slope_panel_corner,2,2
framedblocks:framed_flat_ext_inner_slope_panel_corner,2,2
framedblocks:framed_flat_double_slope_panel_corner,2,2
framedblocks:framed_flat_inv_double_slope_panel_corner,2,2
framedblocks:framed_flat_ext_double_slope_panel_corner,2,2
framedblocks:framed_flat_ext_inner_double_slope_panel_corner,2,2
framedblocks:framed_flat_stacked_slope_panel_corner,2,2
framedblocks:framed_flat_stacked_inner_slope_panel_corner,2,2
framedblocks:framed_small_corner_slope_panel,2,2
framedblocks:framed_small_corner_slope_panel_w,2,2
framedblocks:framed_large_corner_slope_panel,2,2
framedblocks:framed_large_corner_slope_panel_w,2,2
framedblocks:framed_small_inner_corner_slope_panel,2,2
framedblocks:framed_small_inner_corner_slope_panel_w,2,2
framedblocks:framed_large_inner_corner_slope_panel,2,2
framedblocks:framed_large_inner_corner_slope_panel_w,2,2
framedblocks:framed_ext_corner_slope_panel,2,2
framedblocks:framed_ext_corner_slope_panel_w,2,2
framedblocks:framed_ext_inner_corner_slope_panel,2,2
framedblocks:framed_ext_inner_corner_slope_panel_w,2,2
framedblocks:framed_small_double_corner_slope_panel,2,2
framedblocks:framed_small_double_corner_slope_panel_w,2,2
framedblocks:framed_large_double_corner_slope_panel,2,2
framedblocks:framed_large_double_corner_slope_panel_w,2,2
framedblocks:framed_inv_double_corner_slope_panel,2,2
framedblocks:framed_inv_double_corner_slope_panel_w,2,2
framedblocks:framed_ext_double_corner_slope_panel,2,2
framedblocks:framed_ext_double_corner_slope_panel_w,2,2
framedblocks:framed_ext_inner_double_corner_slope_panel,2,2
framedblocks:framed_ext_inner_double_corner_slope_panel_w,2,2
framedblocks:framed_stacked_corner_slope_panel,2,2
framedblocks:framed_stacked_corner_slope_panel_w,2,2
framedblocks:framed_stacked_inner_corner_slope_panel,2,2
framedblocks:framed_stacked_inner_corner_slope_panel_w,2,2
framedblocks:framed_double_stairs,2,2
framedblocks:framed_vertical_double_stairs,2,2
framedblocks:framed_wall_board,2,2
framedblocks:framed_corner_strip,2,2
framedblocks:framed_glowing_cube,2,2
framedblocks:framed_pyramid,2,2
framedblocks:framed_pyramid_slab,2,2
framedblocks:framed_horizontal_pane,2,2
framedblocks:framed_large_button,0.5,0.5
framedblocks:framed_large_stone_button,0.5,0.5
framedblocks:framed_target,2,2
framedblocks:framed_gate,2,2
framedblocks:framed_iron_gate,2,2
framedblocks:framed_item_frame,0,0
framedblocks:framed_glowing_item_frame,0,0
framedblocks:framed_fancy_rail,2,2
framedblocks:framed_fancy_powered_rail,2,2
framedblocks:framed_fancy_detector_rail,2,2
framedblocks:framed_fancy_activator_rail,2,2
framedblocks:framed_fancy_rail_slope,2,2
framedblocks:framed_fancy_powered_rail_slope,2,2
framedblocks:framed_fancy_detector_rail_slope,2,2
framedblocks:framed_fancy_activator_rail_slope,2,2
framedblocks:framed_half_slope,2,2
framedblocks:framed_vertical_half_slope,2,2
framedblocks:framed_divided_slope,2,2
framedblocks:framed_double_half_slope,2,2
framedblocks:framed_vertical_double_half_slope,2,2
framedblocks:framed_sloped_stairs,2,2
framedblocks:framed_vertical_sloped_stairs,2,2
framedblocks:framed_mini_cube,2,2
framedblocks:framed_one_way_window,2,2
framedblocks:framed_bookshelf,2,2
framedblocks:framed_chiseled_bookshelf,2,2
framedblocks:framed_centered_slab,2,2
framedblocks:framed_centered_panel,2,2
framedblocks:framed_checkered_cube_segment,2,2
framedblocks:framed_checkered_cube,2,2
framedblocks:framed_checkered_slab_segment,2,2
framedblocks:framed_checkered_slab,2,2
framedblocks:framed_checkered_panel_segment,2,2
framedblocks:framed_checkered_panel,2,2
framedblocks:framed_tube,2,2
framedblocks:framing_saw,3.5,3.5
framedblocks:powered_framing_saw,3.5,3.5
create_tweaked_controllers:tweaked_lectern_controller,2.5,2.5
immersiveindustry:electrolyzer,3,15
immersiveindustry:burning_chamber,2,10
immersiveindustry:car_kiln_brick,3,15
immersiveindustry:rotary_kiln_cylinder,3,15
immersiveindustry:crucible,2,20
immersiveindustry:steam_turbine,3,15
immersiveindustry:industrial_electrolyzer,3,15
immersiveindustry:rotary_kiln,3,15
immersiveindustry:car_kiln,3,15
immersiveindustry:chemical_reactor,3,15
immersive_weathering:azalea_flower_pile,0,0
immersive_weathering:sand_layer_block,0.5,0.5
immersive_weathering:red_sand_layer_block,0.5,0.5
immersive_weathering:moss,0,0
immersive_weathering:weeds,0,0
immersive_weathering:hanging_roots_wall,0,0
immersive_weathering:ivy,0.2,0.2
immersive_weathering:dune_grass,0,0
immersive_weathering:mossy_bricks,2,6
immersive_weathering:mossy_brick_stairs,2,6
immersive_weathering:mossy_brick_slab,2,6
immersive_weathering:mossy_brick_wall,2,6
immersive_weathering:mossy_stone,1.5,6
immersive_weathering:mossy_chiseled_stone_bricks,1.5,6
immersive_weathering:mossy_stone_stairs,1.5,6
immersive_weathering:mossy_stone_slab,1.5,6
immersive_weathering:mossy_stone_wall,2,6
immersive_weathering:snowy_stone,1.5,6
immersive_weathering:snowy_stone_stairs,1.5,6
immersive_weathering:snowy_stone_slab,1.5,6
immersive_weathering:snowy_stone_wall,2,6
immersive_weathering:snowy_cobblestone,2,6
immersive_weathering:snowy_cobblestone_stairs,1.5,6
immersive_weathering:snowy_cobblestone_slab,1.5,6
immersive_weathering:snowy_cobblestone_wall,2,6
immersive_weathering:snowy_stone_bricks,1.5,6
immersive_weathering:snowy_chiseled_stone_bricks,1.5,6
immersive_weathering:snowy_stone_brick_stairs,1.5,6
immersive_weathering:snowy_stone_brick_slab,1.5,6
immersive_weathering:snowy_stone_brick_wall,2,6
immersive_weathering:sandy_stone,1.5,6
immersive_weathering:sandy_stone_stairs,1.5,6
immersive_weathering:sandy_stone_slab,1.5,6
immersive_weathering:sandy_stone_wall,2,6
immersive_weathering:sandy_cobblestone,2,6
immersive_weathering:sandy_cobblestone_stairs,1.5,6
immersive_weathering:sandy_cobblestone_slab,1.5,6
immersive_weathering:sandy_cobblestone_wall,2,6
immersive_weathering:sandy_stone_bricks,1.5,6
immersive_weathering:sandy_chiseled_stone_bricks,1.5,6
immersive_weathering:sandy_stone_brick_stairs,1.5,6
immersive_weathering:sandy_stone_brick_slab,1.5,6
immersive_weathering:sandy_stone_brick_wall,2,6
immersive_weathering:cracked_bricks,2,6
immersive_weathering:cracked_brick_stairs,2,6
immersive_weathering:cracked_brick_slab,2,6
immersive_weathering:cracked_brick_wall,2,6
immersive_weathering:cracked_stone_brick_stairs,1.5,6
immersive_weathering:cracked_stone_brick_slab,1.5,6
immersive_weathering:cracked_stone_brick_wall,1.5,6
immersive_weathering:cracked_polished_blackstone_brick_stairs,1.5,6
immersive_weathering:cracked_polished_blackstone_brick_slab,1.5,6
immersive_weathering:cracked_polished_blackstone_brick_wall,1.5,6
immersive_weathering:cracked_nether_brick_stairs,2,6
immersive_weathering:cracked_nether_brick_slab,2,6
immersive_weathering:cracked_nether_brick_wall,2,6
immersive_weathering:cracked_deepslate_brick_stairs,3.5,6
immersive_weathering:cracked_deepslate_brick_slab,3.5,6
immersive_weathering:cracked_deepslate_brick_wall,3.5,6
immersive_weathering:cracked_deepslate_tile_stairs,3.5,6
immersive_weathering:cracked_deepslate_tile_slab,3.5,6
immersive_weathering:cracked_deepslate_tile_wall,3.5,6
immersive_weathering:cracked_end_stone_bricks,3,9
immersive_weathering:cracked_end_stone_brick_stairs,3,9
immersive_weathering:cracked_end_stone_brick_slab,3,9
immersive_weathering:cracked_end_stone_brick_wall,3,9
immersive_weathering:cracked_prismarine_bricks,1.5,6
immersive_weathering:cracked_prismarine_brick_stairs,1.5,9
immersive_weathering:cracked_prismarine_brick_slab,1.5,6
immersive_weathering:cracked_prismarine_brick_wall,1.5,6
immersive_weathering:fulgurite,0,0
immersive_weathering:vitrified_sand,2,6
immersive_weathering:mulch_block,1,1
immersive_weathering:nulch_block,1,1
immersive_weathering:silt,0.5,0.5
immersive_weathering:grassy_silt,0.5,0.5
immersive_weathering:silty_farmland,0.5,0.5
immersive_weathering:sandy_dirt,0.5,0.5
immersive_weathering:grassy_sandy_dirt,0.5,0.5
immersive_weathering:sandy_farmland,0.5,0.5
immersive_weathering:earthen_clay,0.5,0.5
immersive_weathering:grassy_earthen_clay,0.5,0.5
immersive_weathering:earthen_clay_farmland,0.5,0.5
immersive_weathering:loam,0.5,0.5
immersive_weathering:loamy_farmland,0.5,0.5
immersive_weathering:permafrost,0.5,0.5
immersive_weathering:grassy_permafrost,0.5,0.5
immersive_weathering:rooted_grass_block,0.5,0.5
immersive_weathering:icicle,0,0
immersive_weathering:thin_ice,0.5,0.5
immersive_weathering:frost,0,0
immersive_weathering:frosty_grass,0,0
immersive_weathering:frosty_fern,0,0
immersive_weathering:frosty_glass,0.3,0.3
immersive_weathering:frosty_glass_pane,0.3,0.3
immersive_weathering:soot,0,0
immersive_weathering:charred_log,1.5,0.5
immersive_weathering:charred_planks,1.5,0.5
immersive_weathering:charred_slab,1.5,0.5
immersive_weathering:charred_stairs,1.5,0.5
immersive_weathering:charred_fence,1.5,0.5
immersive_weathering:charred_fence_gate,1.5,0.5
immersive_weathering:cut_iron,5,6
immersive_weathering:exposed_cut_iron,5,6
immersive_weathering:weathered_cut_iron,5,6
immersive_weathering:rusted_cut_iron,5,6
immersive_weathering:cut_iron_stairs,5,6
immersive_weathering:exposed_cut_iron_stairs,5,6
immersive_weathering:weathered_cut_iron_stairs,5,6
immersive_weathering:rusted_cut_iron_stairs,5,6
immersive_weathering:cut_iron_slab,5,6
immersive_weathering:exposed_cut_iron_slab,5,6
immersive_weathering:weathered_cut_iron_slab,5,6
immersive_weathering:rusted_cut_iron_slab,5,6
immersive_weathering:waxed_cut_iron,5,6
immersive_weathering:waxed_exposed_cut_iron,5,6
immersive_weathering:waxed_weathered_cut_iron,5,6
immersive_weathering:waxed_rusted_cut_iron,5,6
immersive_weathering:waxed_cut_iron_stairs,5,6
immersive_weathering:waxed_exposed_cut_iron_stairs,5,6
immersive_weathering:waxed_weathered_cut_iron_stairs,5,6
immersive_weathering:waxed_rusted_cut_iron_stairs,5,6
immersive_weathering:waxed_cut_iron_slab,5,6
immersive_weathering:waxed_exposed_cut_iron_slab,5,6
immersive_weathering:waxed_weathered_cut_iron_slab,5,6
immersive_weathering:waxed_rusted_cut_iron_slab,5,6
immersive_weathering:plate_iron,5,6
immersive_weathering:exposed_plate_iron,5,6
immersive_weathering:weathered_plate_iron,5,6
immersive_weathering:rusted_plate_iron,5,6
immersive_weathering:plate_iron_stairs,5,6
immersive_weathering:exposed_plate_iron_stairs,5,6
immersive_weathering:weathered_plate_iron_stairs,5,6
immersive_weathering:rusted_plate_iron_stairs,5,6
immersive_weathering:plate_iron_slab,5,6
immersive_weathering:exposed_plate_iron_slab,5,6
immersive_weathering:weathered_plate_iron_slab,5,6
immersive_weathering:rusted_plate_iron_slab,5,6
immersive_weathering:waxed_plate_iron,5,6
immersive_weathering:waxed_exposed_plate_iron,5,6
immersive_weathering:waxed_weathered_plate_iron,5,6
immersive_weathering:waxed_rusted_plate_iron,5,6
immersive_weathering:waxed_plate_iron_stairs,5,6
immersive_weathering:waxed_exposed_plate_iron_stairs,5,6
immersive_weathering:waxed_weathered_plate_iron_stairs,5,6
immersive_weathering:waxed_rusted_plate_iron_stairs,5,6
immersive_weathering:waxed_plate_iron_slab,5,6
immersive_weathering:waxed_exposed_plate_iron_slab,5,6
immersive_weathering:waxed_weathered_plate_iron_slab,5,6
immersive_weathering:waxed_rusted_plate_iron_slab,5,6
immersive_weathering:exposed_iron_door,5,5
immersive_weathering:weathered_iron_door,5,5
immersive_weathering:rusted_iron_door,5,5
immersive_weathering:exposed_iron_trapdoor,5,5
immersive_weathering:weathered_iron_trapdoor,5,5
immersive_weathering:rusted_iron_trapdoor,5,5
immersive_weathering:exposed_iron_bars,5,6
immersive_weathering:weathered_iron_bars,5,6
immersive_weathering:rusted_iron_bars,5,6
immersive_weathering:waxed_iron_door,5,5
immersive_weathering:waxed_exposed_iron_door,5,5
immersive_weathering:waxed_weathered_iron_door,5,5
immersive_weathering:waxed_rusted_iron_door,5,5
immersive_weathering:waxed_iron_trapdoor,5,5
immersive_weathering:waxed_exposed_iron_trapdoor,5,5
immersive_weathering:waxed_weathered_iron_trapdoor,5,5
immersive_weathering:waxed_rusted_iron_trapdoor,5,5
immersive_weathering:waxed_iron_bars,5,6
immersive_weathering:waxed_exposed_iron_bars,5,6
immersive_weathering:waxed_weathered_iron_bars,5,6
immersive_weathering:waxed_rusted_iron_bars,5,6
immersive_weathering:stone_wall,2,6
immersive_weathering:chiseled_prismarine_bricks,1.5,6
immersive_weathering:prismarine_brick_wall,1.5,6
immersive_weathering:dark_prismarine_wall,1.5,6
immersive_weathering:tinted_glass_pane,0.3,0.3
pneumaticcraft:pressure_tube,3,10
pneumaticcraft:reinforced_pressure_tube,3,10
pneumaticcraft:advanced_pressure_tube,3,10
pneumaticcraft:air_cannon,3,10
pneumaticcraft:pressure_chamber_wall,3,20000
pneumaticcraft:pressure_chamber_glass,3,20000
pneumaticcraft:pressure_chamber_valve,3,10
pneumaticcraft:pressure_chamber_interface,3,10
pneumaticcraft:charging_station,3,10
pneumaticcraft:drill_pipe,3,10
pneumaticcraft:elevator_base,3,10
pneumaticcraft:elevator_frame,3,10
pneumaticcraft:vacuum_pump,3,10
pneumaticcraft:pneumatic_door_base,3,10
pneumaticcraft:pneumatic_door,3,10
pneumaticcraft:assembly_platform,3,10
pneumaticcraft:assembly_io_unit_import,3,10
pneumaticcraft:assembly_io_unit_export,3,10
pneumaticcraft:assembly_drill,3,10
pneumaticcraft:assembly_laser,3,10
pneumaticcraft:assembly_controller,3,10
pneumaticcraft:compressed_iron_block,3,10
pneumaticcraft:uv_light_box,3,10
pneumaticcraft:security_station,3,10
pneumaticcraft:universal_sensor,3,10
pneumaticcraft:aerial_interface,3,10
pneumaticcraft:electrostatic_compressor,3,10
pneumaticcraft:aphorism_tile,1.5,4
pneumaticcraft:omnidirectional_hopper,3,10
pneumaticcraft:elevator_caller,3,10
pneumaticcraft:programmer,3,10
pneumaticcraft:creative_compressor,3,10
pneumaticcraft:creative_compressed_iron_block,3,10
pneumaticcraft:liquid_compressor,3,10
pneumaticcraft:advanced_liquid_compressor,3,10
pneumaticcraft:air_compressor,3,10
pneumaticcraft:advanced_air_compressor,3,10
pneumaticcraft:solar_compressor,3,10
pneumaticcraft:liquid_hopper,3,10
pneumaticcraft:manual_compressor,3,10
pneumaticcraft:drone_redstone_emitter,0,0
pneumaticcraft:heat_sink,3,10
pneumaticcraft:vortex_tube,3,10
pneumaticcraft:programmable_controller,3,10
pneumaticcraft:gas_lift,3,10
pneumaticcraft:refinery,3,10
pneumaticcraft:refinery_output,3,10
pneumaticcraft:thermopneumatic_processing_plant,3,10
pneumaticcraft:kerosene_lamp,3,10
pneumaticcraft:kerosene_lamp_light,0,0
pneumaticcraft:sentry_turret,3,10
pneumaticcraft:flux_compressor,3,10
pneumaticcraft:pneumatic_dynamo,3,10
pneumaticcraft:thermal_compressor,3,10
pneumaticcraft:heat_pipe,3,10
pneumaticcraft:etching_tank,3,10
pneumaticcraft:small_tank,3,10
pneumaticcraft:medium_tank,3,10
pneumaticcraft:large_tank,3,10
pneumaticcraft:huge_tank,3,10
pneumaticcraft:reinforced_chest,3,1200
pneumaticcraft:smart_chest,3,1200
pneumaticcraft:tag_workbench,3,10
pneumaticcraft:display_table,3,10
pneumaticcraft:display_shelf,3,10
pneumaticcraft:drone_interface,3,10
pneumaticcraft:thermal_lagging,3,10
pneumaticcraft:fluid_mixer,3,10
pneumaticcraft:vacuum_trap,3,10
pneumaticcraft:spawner_extractor,3,10
pneumaticcraft:empty_spawner,3,10
pneumaticcraft:pressurized_spawner,3,10
pneumaticcraft:tube_junction,3,10
pneumaticcraft:plastic_brick_white,2,2
pneumaticcraft:smooth_plastic_brick_white,2,2
pneumaticcraft:wall_lamp_white,3,10
pneumaticcraft:wall_lamp_inverted_white,3,10
pneumaticcraft:plastic_brick_orange,2,2
pneumaticcraft:smooth_plastic_brick_orange,2,2
pneumaticcraft:wall_lamp_orange,3,10
pneumaticcraft:wall_lamp_inverted_orange,3,10
pneumaticcraft:plastic_brick_magenta,2,2
pneumaticcraft:smooth_plastic_brick_magenta,2,2
pneumaticcraft:wall_lamp_magenta,3,10
pneumaticcraft:wall_lamp_inverted_magenta,3,10
pneumaticcraft:plastic_brick_light_blue,2,2
pneumaticcraft:smooth_plastic_brick_light_blue,2,2
pneumaticcraft:wall_lamp_light_blue,3,10
pneumaticcraft:wall_lamp_inverted_light_blue,3,10
pneumaticcraft:plastic_brick_yellow,2,2
pneumaticcraft:smooth_plastic_brick_yellow,2,2
pneumaticcraft:wall_lamp_yellow,3,10
pneumaticcraft:wall_lamp_inverted_yellow,3,10
pneumaticcraft:plastic_brick_lime,2,2
pneumaticcraft:smooth_plastic_brick_lime,2,2
pneumaticcraft:wall_lamp_lime,3,10
pneumaticcraft:wall_lamp_inverted_lime,3,10
pneumaticcraft:plastic_brick_pink,2,2
pneumaticcraft:smooth_plastic_brick_pink,2,2
pneumaticcraft:wall_lamp_pink,3,10
pneumaticcraft:wall_lamp_inverted_pink,3,10
pneumaticcraft:plastic_brick_gray,2,2
pneumaticcraft:smooth_plastic_brick_gray,2,2
pneumaticcraft:wall_lamp_gray,3,10
pneumaticcraft:wall_lamp_inverted_gray,3,10
pneumaticcraft:plastic_brick_light_gray,2,2
pneumaticcraft:smooth_plastic_brick_light_gray,2,2
pneumaticcraft:wall_lamp_light_gray,3,10
pneumaticcraft:wall_lamp_inverted_light_gray,3,10
pneumaticcraft:plastic_brick_cyan,2,2
pneumaticcraft:smooth_plastic_brick_cyan,2,2
pneumaticcraft:wall_lamp_cyan,3,10
pneumaticcraft:wall_lamp_inverted_cyan,3,10
pneumaticcraft:plastic_brick_purple,2,2
pneumaticcraft:smooth_plastic_brick_purple,2,2
pneumaticcraft:wall_lamp_purple,3,10
pneumaticcraft:wall_lamp_inverted_purple,3,10
pneumaticcraft:plastic_brick_blue,2,2
pneumaticcraft:smooth_plastic_brick_blue,2,2
pneumaticcraft:wall_lamp_blue,3,10
pneumaticcraft:wall_lamp_inverted_blue,3,10
pneumaticcraft:plastic_brick_brown,2,2
pneumaticcraft:smooth_plastic_brick_brown,2,2
pneumaticcraft:wall_lamp_brown,3,10
pneumaticcraft:wall_lamp_inverted_brown,3,10
pneumaticcraft:plastic_brick_green,2,2
pneumaticcraft:smooth_plastic_brick_green,2,2
pneumaticcraft:wall_lamp_green,3,10
pneumaticcraft:wall_lamp_inverted_green,3,10
pneumaticcraft:plastic_brick_red,2,2
pneumaticcraft:smooth_plastic_brick_red,2,2
pneumaticcraft:wall_lamp_red,3,10
pneumaticcraft:wall_lamp_inverted_red,3,10
pneumaticcraft:plastic_brick_black,2,2
pneumaticcraft:smooth_plastic_brick_black,2,2
pneumaticcraft:wall_lamp_black,3,10
pneumaticcraft:wall_lamp_inverted_black,3,10
pneumaticcraft:reinforced_stone,3,1200
pneumaticcraft:reinforced_bricks,3,1200
pneumaticcraft:reinforced_brick_tile,3,1200
pneumaticcraft:reinforced_brick_stairs,3,1200
pneumaticcraft:reinforced_brick_slab,3,1200
pneumaticcraft:reinforced_stone_slab,3,1200
pneumaticcraft:reinforced_brick_pillar,3,1200
pneumaticcraft:reinforced_brick_wall,3,1200
pneumaticcraft:compressed_stone,3,1200
pneumaticcraft:compressed_bricks,3,1200
pneumaticcraft:compressed_brick_tile,3,1200
pneumaticcraft:compressed_brick_stairs,3,1200
pneumaticcraft:compressed_brick_slab,3,1200
pneumaticcraft:compressed_stone_slab,3,1200
pneumaticcraft:compressed_brick_pillar,3,1200
pneumaticcraft:compressed_brick_wall,3,1200
pneumaticcraft:etching_acid,100,100
pneumaticcraft:plastic,100,100
pneumaticcraft:lubricant,100,100
pneumaticcraft:oil,100,100
pneumaticcraft:diesel,100,100
